unique_id,subnational_wide,per_unit_impacts,emissions_reduction_impact,units,impact_time_frame,impact_page,intervention,mitigation_strategy_cat,sector,study_subject_type,study_subject_value,study_subject_units,impact_type,methodology,model,impact_components,subnational_context,subnational_name,subnational_country,subnational_page,gov_action_or_policy,policy_note,policy_page,units_available,synthesis_group,name,country,entity_type,iso,population,region,mitigation_stratcat_t2,mitigation_stratcat_t1,emissions_reduction_impact_orig,units_orig,year,impact_time_period_end,weight1,weight2,unit_conversion,er_impact_tco2,er_impact_tco2_annual,er_impact_tco2_annual_pc,short_strat,outlier,er_impact_std_w1,er_impact_std_w2
195004,Yes,No,3.69,MT CO2,1,10,"Increased wind capacity (no nuclear, current transmission capacity, $30 carbon tax)",Wind energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,NA,Electricity fuel replacement,Regional Government,Alberta,Canada,1,Yes,"To encourage a speedy transition, the government will implement an economy-wide carbon tax of $20 per tonne CO2 (tCO2) beginning in 2017 and increase to $30/tCO2 in 2018",1,No,sg_1,Alberta,Canada,Region,CAN,4318772,North America,Wind energy,Clean energy generation,      NA,NA,2016,2015,0.666666667,1,1000000,3690000,3690000,0.85440954,Wind energy,0,0.56960636,0.85440954
195004,Yes,No,3.71,MT CO2,1,10,"Increased wind capacity (no nuclear, current transmission capacity, $50 carbon tax)",Wind energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,NA,Electricity fuel replacement,Regional Government,Alberta,Canada,1,Yes,"To encourage a speedy transition, the government will implement an economy-wide carbon tax of $20 per tonne CO2 (tCO2) beginning in 2017 and increase to $30/tCO2 in 2019",1,No,sg_1,Alberta,Canada,Region,CAN,4318772,North America,Wind energy,Clean energy generation,      NA,NA,2016,2015,0.666666667,1,1000000,3710000,3710000,0.859040487,Wind energy,0,0.572693658,0.859040487
195004,Yes,No,3.94,MT CO2,1,10,"Increased wind capacity (no nuclear, current transmission capacity, $100 carbon tax)",Wind energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,NA,Electricity fuel replacement,Regional Government,Alberta,Canada,1,Yes,"To encourage a speedy transition, the government will implement an economy-wide carbon tax of $20 per tonne CO2 (tCO2) beginning in 2017 and increase to $30/tCO2 in 2020",1,No,sg_1,Alberta,Canada,Region,CAN,4318772,North America,Wind energy,Clean energy generation,      NA,NA,2016,2015,0.666666667,1,1000000,3940000,3940000,0.912296366,Wind energy,0,0.608197577,0.912296366
195004,Yes,No,7.28,MT CO2,1,10,"Increased wind capacity (no nuclear, double transmission capacity, $50 carbon tax)",Wind energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,NA,Electricity fuel replacement,Regional Government,Alberta,Canada,1,Yes,"To encourage a speedy transition, the government will implement an economy-wide carbon tax of $20 per tonne CO2 (tCO2) beginning in 2017 and increase to $30/tCO2 in 2021",1,No,sg_1,Alberta,Canada,Region,CAN,4318772,North America,Wind energy,Clean energy generation,      NA,NA,2016,2015,0.666666667,1,1000000,7280000,7280000,1.685664351,Wind energy,0,1.123776234,1.685664351
195004,Yes,No,7.33,MT CO2,1,10,"Increased wind capacity (no nuclear, double transmission capacity, $100 carbon tax)",Wind energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,NA,Electricity fuel replacement,Regional Government,Alberta,Canada,1,Yes,"To encourage a speedy transition, the government will implement an economy-wide carbon tax of $20 per tonne CO2 (tCO2) beginning in 2017 and increase to $30/tCO2 in 2022",1,No,sg_1,Alberta,Canada,Region,CAN,4318772,North America,Wind energy,Clean energy generation,      NA,NA,2016,2015,0.666666667,1,1000000,7330000,7330000,1.697241716,Wind energy,0,1.131494477,1.697241716
195004,Yes,No,24.49,MT CO2,1,10,"Increased nuclear capacity (no new wind, current transmission capacity, $100 carbon tax)",Low-carbon energy generation,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,NA,Electricity fuel replacement,Regional Government,Alberta,Canada,1,Yes,"To encourage a speedy transition, the government will implement an economy-wide carbon tax of $20 per tonne CO2 (tCO2) beginning in 2017 and increase to $30/tCO2 in 2023",1,No,sg_1,Alberta,Canada,Region,CAN,4318772,North America,Low-carbon energy generation,Clean energy generation,      NA,NA,2016,2015,0.666666667,1,1000000,24490000,24490000,5.6705934,Low-carbon energy ge...,0,3.7803956,5.6705934
195004,Yes,No,24.58,MT CO2,1,10,"Increased nuclear capacity (no new wind, double transmission capacity, $100 carbon tax)",Low-carbon energy generation,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,NA,Electricity fuel replacement,Regional Government,Alberta,Canada,1,Yes,"To encourage a speedy transition, the government will implement an economy-wide carbon tax of $20 per tonne CO2 (tCO2) beginning in 2017 and increase to $30/tCO2 in 2024",1,No,sg_1,Alberta,Canada,Region,CAN,4318772,North America,Low-carbon energy generation,Clean energy generation,      NA,NA,2016,2015,0.666666667,1,1000000,24580000,24580000,5.691432657,Low-carbon energy ge...,0,3.794288438,5.691432657
195004,Yes,No,7.96,MtCO2/yr,1,11,Carbon tax of $30/tCO2,"Emissions trading, cap-and-trade, carbon tax",Electricity and heat,NA,NA,NA,Potential/Ex Ante,Simulation,Alberta grid allocation model,Carbon tax,Regional Government,Alberta,Canada,1,Yes,Alberta's energy transition plan,1,No,sg_1,Alberta,Canada,Region,CAN,4318772,North America,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax",      NA,NA,2016,2015,0.666666667,1,1000000,7960000,7960000,1.843116516,"Emissions trading, c...",0,1.228744344,1.843116516
195004,Yes,No,11.27,MtCO2/yr,1,11,Carbon tax of $50/tCO2,"Emissions trading, cap-and-trade, carbon tax",Electricity and heat,NA,NA,NA,Potential/Ex Ante,Simulation,Alberta grid allocation model,Carbon tax,Regional Government,Alberta,Canada,1,Yes,Alberta's energy transition plan,1,No,sg_1,Alberta,Canada,Region,CAN,4318772,North America,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax",      NA,NA,2016,2015,0.666666667,1,1000000,11270000,11270000,2.609538082,"Emissions trading, c...",0,1.739692054,2.609538082
195004,Yes,No,13.54,MtCO2/yr,1,11,Carbon tax of $100/tCO2,"Emissions trading, cap-and-trade, carbon tax",Electricity and heat,NA,NA,NA,Potential/Ex Ante,Simulation,Alberta grid allocation model,Carbon tax,Regional Government,Alberta,Canada,1,Yes,Alberta's energy transition plan,1,No,sg_1,Alberta,Canada,Region,CAN,4318772,North America,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax",      NA,NA,2016,2015,0.666666667,1,1000000,13540000,13540000,3.135150455,"Emissions trading, c...",0,2.090100303,3.135150455
195004,Yes,No,38.55,MtCO2/yr,1,11,Carbon tax of $100/tCO2 and using nuclear energy,"Emissions trading, cap-and-trade, carbon tax",Electricity and heat,NA,NA,NA,Potential/Ex Ante,Simulation,Alberta grid allocation model,Carbon tax and nuclear,Regional Government,Alberta,Canada,1,Yes,Alberta's energy transition plan,1,No,sg_1,Alberta,Canada,Region,CAN,4318772,North America,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax",      NA,NA,2016,2015,0.666666667,1,1000000,38550000,38550000,8.926148451,"Emissions trading, c...",0,5.950765634,8.926148451
205460,Yes,No,1269000,metric ton CO2 eq,20,5,"Increase in solar energy, hydro power, biomass energy, waste energy",Low-carbon energy generation,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,Long Range Energy Alternatives Planning (LEAP) Model,Electricity fuel replacement,Regional Government,East Kalimintan,Indonesia,1,No,NA,NA,No,sg_1,East Kalimantan,Indonesia,Region,IDN,3508012,East Asia and the Pacific,Low-carbon energy generation,Clean energy generation,      NA,NA,2018,2035,0.61,0.83,1,1269000,63450,0.018087167,Low-carbon energy ge...,0,0.011033172,0.015012349
214647,Yes,No,2356,tonnes CO2,1,7,Sustainable Urban Mobility Plan,"Master planning, integrated planning, urban form, design, planning",Transport,NA,NA,NA,Potential/Ex Ante,Emissions accounting,NA,"Transportation mode, transportation distance",City or Municipal Government,Burgos,Spain,1,Yes,The city of Burgos developed its SUMP in 2003 and 2004 and it was launched in 2005,3,No,sg_1,Burgos,Spain,City,ESP,175623,Europe,"Master planning, integrated planning, urban form, design, planning",Land use and development,      NA,NA,2018,2009,0.333333333,1,1,2356,2356,0.013415099,"Master planning, int...",0,0.0044717,0.013415099
216806,Yes,No,693000,t CO2,35,8,"Planting and stewardship of 1 million trees, under high mortality scenario (444889 trees survive)","Afforestation, greening",Agriculture and forestry,Land,12634,hectares,Potential/Ex Ante,Emissions accounting,NA,"Carbon sequestration, avoided building energy consumption",City or Municipal Government,"Los Angeles, CA",USA,1,Yes,In 2006 Antonio Villaraigosa was elected mayor... kicking off his plan to plant 1 million trees in the next several years... dubbed Million Trees LA and is integral to the city's climate action plan.,2,Yes,sg_1,"Los Angeles, CA",United States of America,City,USA,3928864,North America,"Afforestation, greening",Land use and development,      NA,NA,2011,2040,0.236666667,0.71,1,693000,19800,0.005039625,"Afforestation, greening",0,0.001192711,0.003578134
216806,Yes,No,1200000,t CO2,35,8,"Planting and stewardship of 1 million trees, under low mortality scenario (828924trees survive)","Afforestation, greening",Agriculture and forestry,Land,12634,hectares,Potential/Ex Ante,Emissions accounting,NA,"Carbon sequestration, avoided building energy consumption",City or Municipal Government,"Los Angeles, CA",USA,1,Yes,In 2006 Antonio Villaraigosa was elected mayor... kicking off his plan to plant 1 million trees in the next several years... dubbed Million Trees LA and is integral to the city's climate action plan.,2,Yes,sg_1,"Los Angeles, CA",United States of America,City,USA,3928864,North America,"Afforestation, greening",Land use and development,      NA,NA,2011,2040,0.236666667,0.71,1,1200000,34285.71,0.008726623,"Afforestation, greening",0,0.002065301,0.006195902
217627,Yes,No,759271,MT CO2-eq,1,6,"Eliminate landfilling, increase incineration, composting, and recycling",Waste segregation,Waste,NA,6997716,tons/year,Potential/Ex Ante,Life cycle assessment,OpenLCA,"Transfer, transport, incineration, landfill, composting, sorting, recycling, avoided electricity production, avoided fertilizer production, avoided original product manufacture,",City or Municipal Government,Chengdu,China,1,Yes,"Chengdu municipality has decided to adopt the ""zero landfilling"" strategy for local waste management after 2020",1,Yes,sg_1,Chengdu,China,City,CHN,16330000,East Asia and the Pacific,Waste system management,Waste and water treatment practices,      NA,NA,2021,2019,0.666666667,1,1,759271,759271,0.046495468,Waste system management,0,0.030996979,0.046495468
217627,Yes,No,1474379,MT CO2-eq,1,6,"Reduce landfilling, increase incineration, composting, and recycling",Waste segregation,Waste,NA,6997716,tons/year,Potential/Ex Ante,Life cycle assessment,OpenLCA,"Transfer, transport, incineration, landfill, composting, sorting, recycling, avoided electricity production, avoided fertilizer production, avoided original product manufacture,",City or Municipal Government,Chengdu,China,1,No,NA,NA,Yes,sg_1,Chengdu,China,City,CHN,16330000,East Asia and the Pacific,Waste system management,Waste and water treatment practices,      NA,NA,2021,2019,0.666666667,1,1,1474379,1474379,0.090286528,Waste system management,0,0.060191019,0.090286528
217627,Yes,No,1368040,MT CO2-eq,1,6,"Increase recycling, reduce landfilling, increase incineration and composting",Waste segregation,Waste,NA,6997716,tons/year,Potential/Ex Ante,Life cycle assessment,OpenLCA,"Transfer, transport, incineration, landfill, composting, sorting, recycling, avoided electricity production, avoided fertilizer production, avoided original product manufacture,",City or Municipal Government,Chengdu,China,1,Yes,"Chengdu municipality has decided to adopt the ""zero landfilling"" strategy for local waste management after 2020",1,Yes,sg_1,Chengdu,China,City,CHN,16330000,East Asia and the Pacific,Waste system management,Waste and water treatment practices,      NA,NA,2021,2019,0.666666667,1,1,1368040,1368040,0.083774648,Waste system management,0,0.055849765,0.083774648
218202,Yes,No,35383.91,tons CO2,1,10,Ride sharing replaces half of public transit trips (11.05% of all trips),"Ride sharing, carpooling",Transport,NA,NA,NA,Potential/Ex Ante,Deep learning modeling,NA,Transportation mode,City or Municipal Government,Tokyo,Japan,1,No,NA,NA,No,sg_1,Tokyo,Japan,City,JPN,13929286,East Asia and the Pacific,"Ride sharing, carpooling",Alternative transportation modes,      NA,NA,2020,2013,0.666666667,1,1,35383.91,35383.91,0.002540253,"Ride sharing, carpoo...",0,0.001693502,0.002540253
218202,Yes,No,36930.09,tons CO2,1,10,Ride sharing replaces all public transit trips (22.1% of all trips),"Ride sharing, carpooling",Transport,NA,NA,NA,Potential/Ex Ante,Deep learning modeling,NA,Transportation mode,City or Municipal Government,Tokyo,Japan,1,No,NA,NA,No,sg_1,Tokyo,Japan,City,JPN,13929286,East Asia and the Pacific,"Ride sharing, carpooling",Alternative transportation modes,      NA,NA,2020,2013,0.666666667,1,1,36930.09,36930.09,0.002651255,"Ride sharing, carpoo...",0,0.001767503,0.002651255
224489,Yes,No,946201,tCO2/year,1,21,Mass rapid transit (MRT) system,Public transport,Transport,NA,NA,NA,Potential/Ex Ante,Mixed logit model,NA,Transportation mode,City or Municipal Government,Jakarta,Indonesia,1,Yes,"As the MRT became one of the targets in 2020, the first stage of the MRT project has been started in 2013 and is estimate to be completed by the end of 2016",3,No,sg_1,Jakarta,Indonesia,City,IDN,10562088,East Asia and the Pacific,Public transport,Alternative transportation modes,      NA,NA,2016,2013,0.666666667,1,1,946201,946201,0.089584654,Public transport,0,0.059723103,0.089584654
238625,Yes,No,967.61,tCO2,1,18,Regional integrated energy system - combo of traditional energy system (TES) and biomass-based distributed energy system (BDES),Other renewable energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,NA,Electricity fuel replacement,City or Municipal Government,Dalian,China,1,No,NA,NA,No,sg_1,Dalian,China,City,CHN,6690432,East Asia and the Pacific,Other renewable energy,Clean energy generation,      NA,NA,2021,NA,0.316666667,0.95,1,967.61,967.61,0.000144626,Other renewable energy,0,4.57982135284139e-05,0.000137395
238625,Yes,No,2829.82,tCO2,1,18,Biomass-based distributed energy system (BDES),Other renewable energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Emissions accounting,NA,Electricity fuel replacement,City or Municipal Government,Dalian,China,1,No,NA,NA,No,sg_1,Dalian,China,City,CHN,6690432,East Asia and the Pacific,Other renewable energy,Clean energy generation,      NA,NA,2021,NA,0.316666667,0.95,1,2829.82,2829.82,0.000422965,Other renewable energy,0,0.000133939,0.000401817
253944,Yes,No,-718.9,tonsCO2eq/annum,1,6,Landfilling apple pomace waste,Waste segregation,Waste,NA,16209,tons/year,Potential/Ex Ante,Life cycle assessment,NA,"Transportation and collection, landfilling, composting, incineration, animal feed production, solid-state fermentation",Regional Government,Quebec,Canada,1,No,NA,NA,Yes,sg_1,Quebec,Canada,Region,CAN,8326089,North America,Waste system management,Waste and water treatment practices,      NA,NA,2011,2007,0.666666667,1,1,-718.9,-718.9,-8.63E-05,Waste system management,0,-5.76E-05,-8.63E-05
253944,Yes,No,215.29,tonsCO2eq/annum,1,6,Solid state fermentation of apple pomace waste for enzyme production,"Circular economy, industrial symbiosis, use of recycled materials",Waste,NA,16209,tons/year,Potential/Ex Ante,Life cycle assessment,NA,"Transportation and collection, landfilling, composting, incineration, animal feed production, solid-state fermentation",Regional Government,Quebec,Canada,1,No,NA,NA,Yes,sg_1,Quebec,Canada,Region,CAN,8326089,North America,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis",      NA,NA,2011,2007,0.666666667,1,1,215.29,215.29,2.58572782491275e-05,"Circular economy, in...",0,1.72381854994184e-05,2.58572782491275e-05
253944,Yes,No,-151.68,tonsCO2eq/annum,1,6,Composting apple pomace waste,Composting and biological treatment of waste,Waste,NA,16209,tons/year,Potential/Ex Ante,Life cycle assessment,NA,"Transportation and collection, landfilling, composting, incineration, animal feed production, solid-state fermentation",Regional Government,Quebec,Canada,1,No,NA,NA,Yes,sg_1,Quebec,Canada,Region,CAN,8326089,North America,Composting and biological treatment of waste,Waste and water treatment practices,      NA,NA,2011,2007,0.666666667,1,1,-151.68,-151.68,-1.82E-05,Composting and biolo...,0,-1.21E-05,-1.82E-05
253944,Yes,No,158.72,tonsCO2eq/annum,1,6,Animal feed production from apple pomace waste,"Circular economy, industrial symbiosis, use of recycled materials",Waste,NA,16209,tons/year,Potential/Ex Ante,Life cycle assessment,NA,"Transportation and collection, landfilling, composting, incineration, animal feed production, solid-state fermentation",Regional Government,Quebec,Canada,1,No,NA,NA,Yes,sg_1,Quebec,Canada,Region,CAN,8326089,North America,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis",      NA,NA,2011,2007,0.666666667,1,1,158.72,158.72,1.90629718226649e-05,"Circular economy, in...",0,1.27086478817766e-05,1.90629718226649e-05
255387,Yes,No,213,ktCO2/year,1,6,Technical Code of Buildings (CTE) national building standards,"Green building, passive solar building design, net zero emission building, carbon neutral building",Buildings,Building Area,232456069,m^2,Potential/Ex Ante,Building energy modeling,LIDER,Energy consumption,Regional Government,Catalonia,Spain,1,No,NA,NA,Yes,sg_1,Catalonia,Spain,Region,ESP,7555830,Europe,"Green building, passive solar building design, net zero emission building, carbon neutral building",Building construction and improvement,      NA,NA,2012,2015,0.656666667,0.97,1000,213000,213000,0.028190153,"Green building, pass...",0,0.018511533,0.027344448
255387,Yes,No,92,ktCO2/year,1,6,Ecoefficiency Decree (DEC) regional building standards for Catalonia,"Green building, passive solar building design, net zero emission building, carbon neutral building",Buildings,Building Area,232456069,m^2,Potential/Ex Ante,Building energy modeling,LIDER,Energy consumption,Regional Government,Catalonia,Spain,1,Yes,Reflects Ecoefficiency Decree of Catalonia,1,Yes,sg_1,Catalonia,Spain,Region,ESP,7555830,Europe,"Green building, passive solar building design, net zero emission building, carbon neutral building",Building construction and improvement,      NA,NA,2012,2015,0.656666667,0.97,1000,92000,92000,0.012176028,"Green building, pass...",0,0.007995592,0.011810747
258715,Yes,No,332000000,kgCO2eq,1,5,Separate collection of kitchen and recyclable waste,Waste segregation,Waste,Waste,367000,tons/year,Potential/Ex Ante,Emissions accounting,NA,"Avoided collection, avoided transportation, avoided treatment, biotreatment, recycling, collection, transportation, treatment",City or Municipal Government,Liuzhou,China,1,No,NA,NA,Yes,sg_1,Liuzhou,China,City,CHN,3758700,East Asia and the Pacific,Waste system management,Waste and water treatment practices,      NA,NA,2012,2010,0.333333333,1,0.001,332000,332000,0.088328411,Waste system management,0,0.029442804,0.088328411
262281,Yes,No,3944.05,ktCO2/year,1,16,Industrial symbiosis in iron/steel industry,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Production,1e+07,tons,Achieved/Ex Post,Emissions accounting,NA,"Avoided resources, avoided waste",City or Municipal Government,Jinan,China,1,Yes,Jinan government promotes an iron/steel centered low-carbon IS system.,13,Yes,sg_1,Jinan,China,City,CHN,9202432,East Asia and the Pacific,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis",      NA,NA,2015,NA,0.65,0.95,1000,3944050,3944050,0.428587791,"Circular economy, in...",0,0.278582064,0.407158401
262281,Yes,No,2347.88,ktCO2/year,1,19,Industrial symbiosis in iron/steel industry,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Production,8180000,tons,Achieved/Ex Post,Emissions accounting,NA,"Avoided resources, avoided waste",City or Municipal Government,Liuzhou,China,1,Yes,"Liuzhou has large scale iron/steel industried... however, compared with Jinan, there is only primary IS formed in Liuzhou",17,Yes,sg_1,Liuzhou,China,City,CHN,3758700,East Asia and the Pacific,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis",      NA,NA,2015,NA,0.65,0.95,1000,2347880,2347880,0.62465214,"Circular economy, in...",0,0.406023891,0.593419533
264739,Yes,No,306000000,kgCO2e/year,1,6,"Reduction in non-revenue water (reducing water leakage and seepage in system, reducing illegal connections and other forms of lost water)",Water management system efficiencies,Waste,Water,7.03e+08,m^3/year,Potential/Ex Ante,Emissions accounting,NA,NA,City or Municipal Government,Mexico City,Mexico,1,No,NA,NA,Yes,sg_1,Mexico City,Mexico,City,MEX,8851080,Latin America and Caribbean,Water and wastewater system efficiencies,Waste and water treatment practices,      NA,NA,2017,2015,0.333333333,1,0.001,306000,306000,0.034572052,Water and wastewater...,0,0.011524017,0.034572052
264739,Yes,No,123000000,kgCO2e/year,1,6,Water pricing reforms,Water management system efficiencies,Waste,Water,809300000,m^3/year,Potential/Ex Ante,Emissions accounting,NA,NA,City or Municipal Government,Mexico City,Mexico,1,No,NA,NA,Yes,sg_1,Mexico City,Mexico,City,MEX,8851080,Latin America and Caribbean,Water and wastewater system efficiencies,Waste and water treatment practices,      NA,NA,2017,2015,0.333333333,1,0.001,123000,123000,0.013896609,Water and wastewater...,0,0.004632203,0.013896609
264739,Yes,No,459000000,kgCO2e/year,1,6,Implementation of rainwater harvesting systems throughout the city,Water management system efficiencies,Waste,Water,615800000,m^3/year,Potential/Ex Ante,Emissions accounting,NA,NA,City or Municipal Government,Mexico City,Mexico,1,No,NA,NA,Yes,sg_1,Mexico City,Mexico,City,MEX,8851080,Latin America and Caribbean,Water and wastewater system efficiencies,Waste and water treatment practices,      NA,NA,2017,2015,0.333333333,1,0.001,459000,459000,0.051858078,Water and wastewater...,0,0.017286026,0.051858078
264966,Yes,No,40.6,ton CO2-eq,1,7,Bike share system,Non-motorized transport,Transport,Travel Distance,130309.62,trip-miles/year,Achieved/Ex Post,Emissions accounting,Bike Share Emission Reduction Estimation Model,5,City or Municipal Government,"Seattle, WA",USA,1,Yes,Our study analyzed bike share trip data from programs located in eight cities... Seattle (Pronto Cycle Share),3,Yes,sg_1,"Seattle, WA",United States of America,City,USA,725000,North America,Non-motorized transport,Alternative transportation modes,      NA,NA,2020,2016,0.666666667,1,1,40.6,40.6,5.6e-05,Non-motorized transport,0,3.73333333333333e-05,5.6e-05
264966,Yes,No,52.08,ton CO2-eq,1,7,Bike share system,Non-motorized transport,Transport,NA,226744.35,trip-miles/year,Achieved/Ex Post,Emissions accounting,Bike Share Emission Reduction Estimation Model,5,City or Municipal Government,"Los Angeles, CA",USA,1,Yes,Our study analyzed bike share trip data from programs located in eight cities... Los Angeles (Metro Bike Share),3,Yes,sg_1,"Los Angeles, CA",United States of America,City,USA,3928864,North America,Non-motorized transport,Alternative transportation modes,      NA,NA,2020,2016,0.666666667,1,1,52.08,52.08,1.32557400816114e-05,Non-motorized transport,0,8.83716005440758e-06,1.32557400816114e-05
264966,Yes,No,69.1,ton CO2-eq,1,7,Bike share system,Non-motorized transport,Transport,NA,301869.36,trip-miles/year,Achieved/Ex Post,Emissions accounting,Bike Share Emission Reduction Estimation Model,5,City or Municipal Government,"San Francisco, CA",USA,1,Yes,Our study analyzed bike share trip data from programs located in eight cities... Bay Area (Ford Gobike),3,Yes,sg_1,"San Francisco, CA",United States of America,City,USA,870887,North America,Non-motorized transport,Alternative transportation modes,      NA,NA,2020,2016,0.666666667,1,1,69.1,69.1,7.93443925560951e-05,Non-motorized transport,0,5.28962617040634e-05,7.93443925560951e-05
264966,Yes,No,255.51,ton CO2-eq,1,7,Bike share system,Non-motorized transport,Transport,NA,848820.2,trip-miles/year,Achieved/Ex Post,Emissions accounting,Bike Share Emission Reduction Estimation Model,5,City or Municipal Government,"Philadelphia, PA",USA,1,Yes,Our study analyzed bike share trip data from programs located in eight cities... Philadelphia (Indego Bike Share),3,Yes,sg_1,"Philadelphia, PA",United States of America,City,USA,1555072,North America,Non-motorized transport,Alternative transportation modes,      NA,NA,2020,2016,0.666666667,1,1,255.51,255.51,0.000164308,Non-motorized transport,0,0.000109538,0.000164308
264966,Yes,No,689.66,ton CO2-eq,1,7,Bike share system,Non-motorized transport,Transport,NA,2126262.28,trip-miles/year,Achieved/Ex Post,Emissions accounting,Bike Share Emission Reduction Estimation Model,5,City or Municipal Government,"Boston, MA",USA,1,Yes,Our study analyzed bike share trip data from programs located in eight cities... Boston (Hubway/Blue Bikes),3,Yes,sg_1,"Boston, MA",United States of America,City,USA,673184,North America,Non-motorized transport,Alternative transportation modes,      NA,NA,2020,2016,0.666666667,1,1,689.66,689.66,0.001024475,Non-motorized transport,0,0.000682983,0.001024475
264966,Yes,No,2090.05,ton CO2-eq,1,7,Bike share system,Non-motorized transport,Transport,NA,6148104.93,trip-miles/year,Achieved/Ex Post,Emissions accounting,Bike Share Emission Reduction Estimation Model,5,City or Municipal Government,"Chicago, IL",USA,1,Yes,Our study analyzed bike share trip data from programs located in eight cities... Chicago (Divvy),3,Yes,sg_1,"Chicago, IL",United States of America,City,USA,2722389,North America,Non-motorized transport,Alternative transportation modes,      NA,NA,2020,2016,0.666666667,1,1,2090.05,2090.05,0.000767726,Non-motorized transport,0,0.000511818,0.000767726
264966,Yes,No,5416.68,ton CO2-eq,1,7,Bike share system,Non-motorized transport,Transport,NA,16214985.42,trip-miles/year,Achieved/Ex Post,Emissions accounting,Bike Share Emission Reduction Estimation Model,5,City or Municipal Government,"New York City, NY",USA,1,Yes,Our study analyzed bike share trip data from programs located in eight cities... New York City (Citi Bike Share),3,Yes,sg_1,"New York City, NY",United States of America,City,USA,8537673,North America,Non-motorized transport,Alternative transportation modes,      NA,NA,2020,2016,0.666666667,1,1,5416.68,5416.68,0.000634445,Non-motorized transport,0,0.000422963,0.000634445
284388,Yes,No,34257,tCO2/year,1,10,"Solar thermal, 284846 m^2 collecting area",Other renewable energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,Long Range Energy Alternatives Planning (LEAP) Model,Electricity fuel replacement,City or Municipal Government,Sejong City,South Korea,1,No,NA,NA,No,sg_1,Sejong Special Autonomous City,South Korea,City,KOR,194173,East Asia and the Pacific,Other renewable energy,Clean energy generation,      NA,NA,2020,2030,0.633333333,0.9,1,34257,34257,0.176425147,Other renewable energy,0,0.111735926,0.158782632
284388,Yes,No,89566,tCO2/year,1,10,"Fuel cell, 300 kW MCFC of fuel cell power generation",Other renewable energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,Long Range Energy Alternatives Planning (LEAP) Model,Electricity fuel replacement,City or Municipal Government,Sejong City,South Korea,1,No,NA,NA,No,sg_1,Sejong Special Autonomous City,South Korea,City,KOR,194173,East Asia and the Pacific,Other renewable energy,Clean energy generation,      NA,NA,2020,2030,0.633333333,0.9,1,89566,89566,0.461269074,Other renewable energy,0,0.292137081,0.415142167
284388,Yes,No,142152,tCO2/year,1,10,"Energy storage system, 6180000 kWh energy storage","Energy storage, batteries",Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,Long Range Energy Alternatives Planning (LEAP) Model,Electricity fuel replacement,City or Municipal Government,Sejong City,South Korea,1,No,NA,NA,No,sg_1,Sejong Special Autonomous City,South Korea,City,KOR,194173,East Asia and the Pacific,"Energy storage, batteries",Energy system operations,      NA,NA,2020,2030,0.633333333,0.9,1,142152,142152,0.732089425,"Energy storage, batt...",0,0.463656636,0.658880483
284388,Yes,No,106737,tCO2/year,1,10,"Photovoltaic, 314788 m^2 collecting area",Solar PV energy,Electricity and heat,NA,NA,NA,Potential/Ex Ante,Energy systems modeling,Long Range Energy Alternatives Planning (LEAP) Model,Electricity fuel replacement,City or Municipal Government,Sejong City,South Korea,1,No,NA,NA,No,sg_1,Sejong Special Autonomous City,South Korea,City,KOR,194173,East Asia and the Pacific,Solar PV energy,Clean energy generation,      NA,NA,2020,2030,0.633333333,0.9,1,106737,106737,0.549700525,Solar PV energy,0,0.348143666,0.494730472
