unique_id,subnational_wide,per_unit_impacts,emissions_reduction_impact,units,impact_time_frame,impact_time_period,any_error_metrics,impact_page,intervention,mitigation_strategy_cat,sector,study_subject_general,study_subject_detail,study_subject_type,study_subject_value,study_subject_units,impact_type,methodology,model,emissions_factors,emissions_factors_page,survey,survey_respondents,impact_components,subnational_context,subnational_name,subnational_country,subnational_page,gov_action_or_policy,policy_note,policy_page,units_available,synthesis_group,name,country,entity_type,iso,lat,lng,population,population_year,region,mitigation_stratcat_t2,mitigation_stratcat_t1
1425,Yes,Yes,1271,kgCO2e ha-1 y-1,1,Unclear,No,9,"Conservation agriculture (50% of area, B1 ""sustainable"" climate scenario)",Agricultural land management,Agriculture and forestry,Agricultural land,"18,400 km2 (55% Venetian plain, 78% of the plain is cropland and grasslands)",Land,7893.6,km^2,Potential/Ex Ante,Bayesian belief network (BBN) modeling,Genie Academic 2.1,Maybe,6,No,NA,Soil emissions,Regional Government,Veneto,Italy,3,No,NA,NA,Yes,sg_4,Veneto,Italy,Region,ITA,45.73333,11.85,4800000,2008,Europe,Agricultural land management,Agriculture and farm practices
1425,Yes,Yes,2570.6,kgCO2e ha-1 y-1,1,Unclear,No,9,"Conservation agriculture (100% of area, B1 ""sustainable"" climate scenario)",Agricultural land management,Agriculture and forestry,Agricultural land,"18,400 km2 (55% Venetian plain, 78% of the plain is cropland and grasslands)",Land,7893.6,km^2,Potential/Ex Ante,Bayesian belief network (BBN) modeling,Genie Academic 2.1,Maybe,6,No,NA,Soil emissions,Regional Government,Veneto,Italy,3,No,NA,NA,Yes,sg_4,Veneto,Italy,Region,ITA,45.73333,11.85,4800000,2008,Europe,Agricultural land management,Agriculture and farm practices
1425,Yes,Yes,3.8,kgCO2e ha-1 y-1,1,Unclear,No,9,"Organic (farmyard manure) fertilizer input (50% of area, B1 ""sustainable"" climate scenarioo)",Agricultural land management,Agriculture and forestry,Agricultural land,"18,400 km2 (55% Venetian plain, 78% of the plain is cropland and grasslands)",Land,7893.6,km^2,Potential/Ex Ante,Bayesian belief network (BBN) modeling,Genie Academic 2.1,Maybe,6,No,NA,Soil emissions,Regional Government,Veneto,Italy,3,No,NA,NA,Yes,sg_4,Veneto,Italy,Region,ITA,45.73333,11.85,4800000,2008,Europe,Agricultural land management,Agriculture and farm practices
1425,Yes,Yes,59.1,kgCO2e ha-1 y-1,1,Unclear,No,9,"Organic (farmyard manure) fertilizer input (100% of area, B1 ""sustainable"" climate scenario)",Agricultural land management,Agriculture and forestry,Agricultural land,"18,400 km2 (55% Venetian plain, 78% of the plain is cropland and grasslands)",Land,7893.6,km^2,Potential/Ex Ante,Bayesian belief network (BBN) modeling,Genie Academic 2.1,Maybe,6,No,NA,Soil emissions,Regional Government,Veneto,Italy,3,No,NA,NA,Yes,sg_4,Veneto,Italy,Region,ITA,45.73333,11.85,4800000,2008,Europe,Agricultural land management,Agriculture and farm practices
2434,No,No,29100,kgCO2e,Unclear,2018,No,11,"Wearing course, 35% reclaimed asphalt pavement (RAP) and 16% steel slags, by weight","Circular economy, industrial symbiosis, use of recycled materials",Industry,Road,1 km of secondary suburban road,Road,1,km,Potential/Ex Ante,Life cycle assessment,SimaPro software,No,NA,No,NA,"Transportation, processing, production, avoided production and transporation",Regional Government,Emilia-Romagna,Italy,1,No,NA,NA,Yes,sg_2,Emilia-Romagna,Italy,Region,ITA,44.510556,10.956944,4459577,2019,Europe,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
2434,No,No,35700,kgCO2e,Unclear,2018,No,11,"Binder course, 40% reclaimed asphalt pavement (RAP) and 15% steel slags, by weight","Circular economy, industrial symbiosis, use of recycled materials",Industry,Road,1 km of secondary suburban road,Road,1,km,Potential/Ex Ante,Life cycle assessment,SimaPro software,No,NA,No,NA,"Transportation, processing, production, avoided production and transporation",Regional Government,Emilia-Romagna,Italy,1,No,NA,NA,Yes,sg_2,Emilia-Romagna,Italy,Region,ITA,44.510556,10.956944,4459577,2019,Europe,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
2504,No,No,94451,kgCO2e/y,1,2016-2018,No,11,"30 kW micro gas turbine electricity generator, equipped to convert biogas to electricity","Waste to energy, energy from waste",Waste,Wastewater,"1,320,000 m3/d average daily wastewater treatment capacity",Wastewater,1320000,m^3/day,Achieved/Ex Post,On-site exhaust emissions analysis,NA,Yes,10,No,NA,Exhaust emissions,City or Municipal Government,New Taipei City,Taiwan,1,No,NA,NA,Yes,sg_2,New Taipei City,Taiwan,City,TWN,25.0120265,121.4657168,3986689,2017,East Asia and the Pacific,"Waste to energy, energy from waste",Waste and water treatment practices
3334,Yes,No,2481.75,ktCO2e,1,2009,No,8,Use of scrape steel,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Industrial sector,"394,000 tons of recycled material",Recycled material,394000,tons,Potential/Ex Ante,Life cycle assessment,NA,Yes,5,No,NA,"Electricity, direct energy consumption, material, depreciation, industrial processes, waste treatment",City or Municipal Government,Kawasaki,Japan,2,No,NA,NA,Yes,sg_1,Kawasaki,Japan,City,JPN,35.51666667,139.7,1475300,2017,East Asia and the Pacific,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
3334,Yes,No,1146.48,ktCO2e,1,2009,No,8,Use of blast furnace (BF) slag,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Industrial sector,"569,924 tons of recycled material",Recycled material,569924,tons,Potential/Ex Ante,Life cycle assessment,NA,Yes,5,No,NA,"Electricity, direct energy consumption, material, depreciation, industrial processes, waste treatment",City or Municipal Government,Kawasaki,Japan,2,No,NA,NA,Yes,sg_1,Kawasaki,Japan,City,JPN,35.51666667,139.7,1475300,2017,East Asia and the Pacific,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
3334,Yes,No,291.28,ktCO2e,1,2009,No,8,Use of waste plastic,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Industrial sector,"84,000 tons of recycled material",Recycled material,84000,tons,Potential/Ex Ante,Life cycle assessment,NA,Yes,5,No,NA,"Electricity, direct energy consumption, material, depreciation, industrial processes, waste treatment",City or Municipal Government,Kawasaki,Japan,2,No,NA,NA,Yes,sg_1,Kawasaki,Japan,City,JPN,35.51666667,139.7,1475300,2017,East Asia and the Pacific,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
3334,Yes,No,338.75,ktCO2e,1,2009,No,8,Use of waste paper,"Circular economy, industrial symbiosis, use of recycled materials",Industry,Industrial sector,"77,000 tons of recycled material",Recycled material,77000,tons,Potential/Ex Ante,Life cycle assessment,NA,Yes,5,No,NA,"Electricity, direct energy consumption, material, depreciation, industrial processes, waste treatment",City or Municipal Government,Kawasaki,Japan,2,No,NA,NA,Yes,sg_1,Kawasaki,Japan,City,JPN,35.51666667,139.7,1475300,2017,East Asia and the Pacific,"Circular economy, industrial symbiosis, use of recycled materials","Circular economy, industrial symbiosis, use of recycled materials"
5078,No,No,1608,kgCO2,3,2016-2019,No,10,"Low-carbon, time relevant transportation modal shift",Travel demand management,Transport,Car Trips,"13056 car trips that can be shifted to low carbon mode across 68 residents,",Car Trips,13056,trips,Potential/Ex Ante,Field experiment,NA,Yes,6,Yes,68,"Transportation distance, transportation mode",City or Municipal Government,Helsinki,Finland,1,No,NA,NA,Yes,sg_2,Helsinki,Finland,City,FIN,60.17083333,24.9375,644700,2017,Europe,Travel demand management,Transportation system management
11655,Yes,No,6722,ktonneCO2e/year,1,2020,No,19,Reforestation (100% of total annual agricultural emissions abated),"Afforestation, greening",Agriculture and forestry,Agricultural land,"Agricultural land, 10% of farmland devoted to abatement in 91% of 80 shires, 5760 farms in WA's agricultural zone",Land,Unclear,Unclear,Potential/Ex Ante,Emissions accounting,National Greenhouse Accounts,Yes,5,No,NA,Carbon sequestration,Regional Government,Western Australia,Australia,2,No,NA,NA,Yes,sg_1,Western Australia,Australia,Region,AUS,-26,121,2685200,2021,East Asia and the Pacific,"Afforestation, greening",Land use and development
11655,Yes,No,6739,ktonneCO2e/year,1,2020,No,19,Reforestation (100% of total annual agricultural emissions abated),"Afforestation, greening",Agriculture and forestry,Agricultural land,"Agricultural land, 15% of farmland devoted to abatement in 49% of 80 shires, 5760 farms in WA's agricultural zone",Land,Unclear,Unclear,Potential/Ex Ante,Emissions accounting,National Greenhouse Accounts,Yes,5,No,NA,Carbon sequestration,Regional Government,Western Australia,Australia,2,No,NA,NA,Yes,sg_1,Western Australia,Australia,Region,AUS,-26,121,2685200,2021,East Asia and the Pacific,"Afforestation, greening",Land use and development
11655,Yes,No,6696,ktonneCO2e/year,1,2020,No,19,Reforestation (100% of total annual agricultural emissions abated),"Afforestation, greening",Agriculture and forestry,Agricultural land,"Agricultural land, 20% of farmland devoted to abatement in 31% of 80 shires, 5760 farms in WA's agricultural zone",Land,Unclear,Unclear,Potential/Ex Ante,Emissions accounting,National Greenhouse Accounts,Yes,5,No,NA,Carbon sequestration,Regional Government,Western Australia,Australia,2,No,NA,NA,Yes,sg_1,Western Australia,Australia,Region,AUS,-26,121,2685200,2021,East Asia and the Pacific,"Afforestation, greening",Land use and development
11655,Yes,No,6659,ktonneCO2e/year,1,2020,No,19,Reforestation (100% of total annual agricultural emissions abated),"Afforestation, greening",Agriculture and forestry,Agricultural land,"Agricultural land, 25% of farmland devoted to abatement in 25% of 80 shires, 5760 farms in WA's agricultural zone",Land,Unclear,Unclear,Potential/Ex Ante,Emissions accounting,National Greenhouse Accounts,Yes,5,No,NA,Carbon sequestration,Regional Government,Western Australia,Australia,2,No,NA,NA,Yes,sg_1,Western Australia,Australia,Region,AUS,-26,121,2685200,2021,East Asia and the Pacific,"Afforestation, greening",Land use and development
11655,Yes,No,5165,ktonneCO2e/year,1,2020,No,19,Reforestation (75% of total annual agricultural emissions abated),"Afforestation, greening",Agriculture and forestry,Agricultural land,"Agricultural land, 10% of farmland devoted to abatement in 60% of 80 shires, 5760 farms in WA's agricultural zone",Land,Unclear,Unclear,Potential/Ex Ante,Emissions accounting,National Greenhouse Accounts,Yes,5,No,NA,Carbon sequestration,Regional Government,Western Australia,Australia,2,No,NA,NA,Yes,sg_1,Western Australia,Australia,Region,AUS,-26,121,2685200,2021,East Asia and the Pacific,"Afforestation, greening",Land use and development
11655,Yes,No,5148,ktonneCO2e/year,1,2020,No,19,Reforestation (75% of total annual agricultural emissions abated),"Afforestation, greening",Agriculture and forestry,Agricultural land,"Agricultural land, 15% of farmland devoted to abatement in 31% of 80 shires, 5760 farms in WA's agricultural zone",Land,Unclear,Unclear,Potential/Ex Ante,Emissions accounting,National Greenhouse Accounts,Yes,5,No,NA,Carbon sequestration,Regional Government,Western Australia,Australia,2,No,NA,NA,Yes,sg_1,Western Australia,Australia,Region,AUS,-26,121,2685200,2021,East Asia and the Pacific,"Afforestation, greening",Land use and development
11655,Yes,No,5167,ktonneCO2e/year,1,2020,No,19,Reforestation (75% of total annual agricultural emissions abated),"Afforestation, greening",Agriculture and forestry,Agricultural land,"Agricultural land, 20% of farmland devoted to abatement in 24% of 80 shires, 5760 farms in WA's agricultural zone",Land,Unclear,Unclear,Potential/Ex Ante,Emissions accounting,National Greenhouse Accounts,Yes,5,No,NA,Carbon sequestration,Regional Government,Western Australia,Australia,2,No,NA,NA,Yes,sg_1,Western Australia,Australia,Region,AUS,-26,121,2685200,2021,East Asia and the Pacific,"Afforestation, greening",Land use and development
11655,Yes,No,5145,ktonneCO2e/year,1,2020,No,19,Reforestation (75% of total annual agricultural emissions abated),"Afforestation, greening",Agriculture and forestry,Agricultural land,"Agricultural land, 25% of farmland devoted to abatement in 16% of 80 shires, 5760 farms in WA's agricultural zone",Land,Unclear,Unclear,Potential/Ex Ante,Emissions accounting,National Greenhouse Accounts,Yes,5,No,NA,Carbon sequestration,Regional Government,Western Australia,Australia,2,No,NA,NA,Yes,sg_1,Western Australia,Australia,Region,AUS,-26,121,2685200,2021,East Asia and the Pacific,"Afforestation, greening",Land use and development
11655,Yes,No,3534,ktonneCO2e/year,1,2020,No,19,Reforestation (50% of total annual agricultural emissions abated),"Afforestation, greening",Agriculture and forestry,Agricultural land,"Agricultural land, 10% of farmland devoted to abatement in 33% of 80 shires, 5760 farms in WA's agricultural zone",Land,Unclear,Unclear,Potential/Ex Ante,Emissions accounting,National Greenhouse Accounts,Yes,5,No,NA,Carbon sequestration,Regional Government,Western Australia,Australia,2,No,NA,NA,Yes,sg_1,Western Australia,Australia,Region,AUS,-26,121,2685200,2021,East Asia and the Pacific,"Afforestation, greening",Land use and development
11655,Yes,No,3536,ktonneCO2e/year,1,2020,No,19,Reforestation (50% of total annual agricultural emissions abated),"Afforestation, greening",Agriculture and forestry,Agricultural land,"Agricultural land, 15% of farmland devoted to abatement in 20% of 80 shires, 5760 farms in WA's agricultural zone",Land,Unclear,Unclear,Potential/Ex Ante,Emissions accounting,National Greenhouse Accounts,Yes,5,No,NA,Carbon sequestration,Regional Government,Western Australia,Australia,2,No,NA,NA,Yes,sg_1,Western Australia,Australia,Region,AUS,-26,121,2685200,2021,East Asia and the Pacific,"Afforestation, greening",Land use and development
11655,Yes,No,3528,ktonneCO2e/year,1,2020,No,19,Reforestation (50% of total annual agricultural emissions abated),"Afforestation, greening",Agriculture and forestry,Agricultural land,"Agricultural land, 20% of farmland devoted to abatement in 11% of 80 shires, 5760 farms in WA's agricultural zone",Land,Unclear,Unclear,Potential/Ex Ante,Emissions accounting,National Greenhouse Accounts,Yes,5,No,NA,Carbon sequestration,Regional Government,Western Australia,Australia,2,No,NA,NA,Yes,sg_1,Western Australia,Australia,Region,AUS,-26,121,2685200,2021,East Asia and the Pacific,"Afforestation, greening",Land use and development
11655,Yes,No,3533,ktonneCO2e/year,1,2020,No,19,Reforestation (50% of total annual agricultural emissions abated),"Afforestation, greening",Agriculture and forestry,Agricultural land,"Agricultural land, 25% of farmland devoted to abatement in 9% of 80 shires, 5760 farms in WA's agricultural zone",Land,Unclear,Unclear,Potential/Ex Ante,Emissions accounting,National Greenhouse Accounts,Yes,5,No,NA,Carbon sequestration,Regional Government,Western Australia,Australia,2,No,NA,NA,Yes,sg_1,Western Australia,Australia,Region,AUS,-26,121,2685200,2021,East Asia and the Pacific,"Afforestation, greening",Land use and development
12163,No,No,4.2,tCO2,1,Unclear,No,29,LED lighting (Led),Energy efficiency measures,Buildings,Government building,"Historic town hall building, 1900 m^2",Building Area,1900,m^2,Potential/Ex Ante,Energy simulation and analysis,TRNSYS,Yes,5,No,NA,Energy consumption,City or Municipal Government,Campobasso,Italy,1,No,NA,NA,Yes,sg_2,Campobasso,Italy,City,ITA,41.56666667,14.66666667,48487,NA,Europe,Energy efficiency measures,Building construction and improvement
12163,No,No,5.7,tCO2,1,Unclear,No,29,Thermostatic valves (T-V),Energy efficiency measures,Buildings,Government building,"Historic town hall building, 1900 m^2",Building Area,1900,m^2,Potential/Ex Ante,Energy simulation and analysis,TRNSYS,Yes,5,No,NA,Energy consumption,City or Municipal Government,Campobasso,Italy,1,No,NA,NA,Yes,sg_2,Campobasso,Italy,City,ITA,41.56666667,14.66666667,48487,NA,Europe,Energy efficiency measures,Building construction and improvement
12163,No,No,27.1,tCO2,1,Unclear,No,29,Cogenerators with thermostatic valves and three thermal energy storage tanks (Cog),"Cogeneration, combined heat and power, tri-generation, combined heat, cooling, and power",Buildings,Government building,"Historic town hall building, 1900 m^2",Building Area,1900,m^2,Potential/Ex Ante,Energy simulation and analysis,TRNSYS,Yes,5,No,NA,Energy consumption,City or Municipal Government,Campobasso,Italy,1,No,NA,NA,Yes,sg_2,Campobasso,Italy,City,ITA,41.56666667,14.66666667,48487,NA,Europe,"Cogeneration, combined heat and power, tri-generation, combined heat, cooling, and power",Building energy and heat systems
12163,No,No,29.9,tCO2,1,Unclear,No,29,Integrated photovoltaic system (PV-I),Solar PV energy,Buildings,Government building,"Historic town hall building, 1900 m^2",Building Area,1900,m^2,Potential/Ex Ante,Energy simulation and analysis,TRNSYS,Yes,5,No,NA,Energy consumption,City or Municipal Government,Campobasso,Italy,1,No,NA,NA,Yes,sg_2,Campobasso,Italy,City,ITA,41.56666667,14.66666667,48487,NA,Europe,Solar PV energy,Building energy and heat systems
12163,No,No,90.2,tCO2,1,Unclear,No,29,High efficiency photovoltaic system (PV-HE),Solar PV energy,Buildings,Government building,"Historic town hall building, 1900 m^2",Building Area,1900,m^2,Potential/Ex Ante,Energy simulation and analysis,TRNSYS,Yes,5,No,NA,Energy consumption,City or Municipal Government,Campobasso,Italy,1,No,NA,NA,Yes,sg_2,Campobasso,Italy,City,ITA,41.56666667,14.66666667,48487,NA,Europe,Solar PV energy,Building energy and heat systems
12163,No,No,66.9,tCO2,1,Unclear,No,29,Combined renovation with PV-I,Retrofitting,Buildings,Government building,"Historic town hall building, 1900 m^2",Building Area,1900,m^2,Potential/Ex Ante,Energy simulation and analysis,TRNSYS,Yes,5,No,NA,Energy consumption,City or Municipal Government,Campobasso,Italy,1,No,NA,NA,Yes,sg_2,Campobasso,Italy,City,ITA,41.56666667,14.66666667,48487,NA,Europe,Retrofitting,Building construction and improvement
12163,No,No,127.2,tCO2,1,Unclear,No,29,Combined renovation with PV-HE,Retrofitting,Buildings,Government building,"Historic town hall building, 1900 m^2",Building Area,1900,m^2,Potential/Ex Ante,Energy simulation and analysis,TRNSYS,Yes,5,No,NA,Energy consumption,City or Municipal Government,Campobasso,Italy,1,No,NA,NA,Yes,sg_2,Campobasso,Italy,City,ITA,41.56666667,14.66666667,48487,NA,Europe,Retrofitting,Building construction and improvement
14807,No,Yes,22.6,MgCO2e/ha,3,2008-2011,No,8,Soil amendments with compost as fertilizer,Agricultural land management,Agriculture and forestry,Grasslands,"Grassland in Marin County and Yuba County, California. Land area to which compost was applied is unclear",Land,Unclear,Unclear,Achieved/Ex Post,Field experiment,NA,Yes,7,No,NA,"Emissions, sinks, avoided emissions",Regional Government,California,USA,3,No,NA,NA,Yes,sg_3,California,United States of America,Region,USA,35.45861111,-119.3552778,39536653,2021,North America,Agricultural land management,Agriculture and farm practices
15634,Yes,No,1803,1000 tCO2e,1,2010,No,4,Cap-and-trade scheme for commercial buildings  (2010 compared to base year emissions),"Emissions trading, cap-and-trade, carbon tax",Buildings,Some buildings,"1300 commercial, industrial, and public buildings with annual energy consumption above 1500 kl of crude oil equivalent",NA,NA,NA,Achieved/Ex Post,Emissions accounting,NA,No,NA,No,NA,Energy consumption,City or Municipal Government,Tokyo,Japan,1,Yes,"Evaluating outcomes of the Tokyo Cap-and-Trade Program, which was implemented in 2010",1,No,sg_1,Tokyo,Japan,City,JPN,35.68333,139.6833,13929286,2019,East Asia and the Pacific,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax"
15634,Yes,No,3032,1000 tCO2e,1,2011,No,4,Cap-and-trade scheme for commercial buildings  (2011 compared to base year emissions),"Emissions trading, cap-and-trade, carbon tax",Buildings,Some buildings,"1300 commercial, industrial, and public buildings with annual energy consumption above 1500 kl of crude oil equivalent",NA,NA,NA,Achieved/Ex Post,Emissions accounting,NA,No,NA,No,NA,Energy consumption,City or Municipal Government,Tokyo,Japan,1,Yes,"Evaluating outcomes of the Tokyo Cap-and-Trade Program, which was implemented in 2010",1,No,sg_1,Tokyo,Japan,City,JPN,35.68333,139.6833,13929286,2019,East Asia and the Pacific,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax"
15634,Yes,No,2991,1000 tCO2e,1,2012,No,4,Cap-and-trade scheme for commercial buildings  (2012 compared to base year emissions),"Emissions trading, cap-and-trade, carbon tax",Buildings,Some buildings,"1300 commercial, industrial, and public buildings with annual energy consumption above 1500 kl of crude oil equivalent",NA,NA,NA,Achieved/Ex Post,Emissions accounting,NA,No,NA,No,NA,Energy consumption,City or Municipal Government,Tokyo,Japan,1,Yes,"Evaluating outcomes of the Tokyo Cap-and-Trade Program, which was implemented in 2010",1,No,sg_1,Tokyo,Japan,City,JPN,35.68333,139.6833,13929286,2019,East Asia and the Pacific,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax"
15634,Yes,No,3097,1000 tCO2e,1,2013,No,4,Cap-and-trade scheme for commercial buildings  (2013 compared to base year emissions),"Emissions trading, cap-and-trade, carbon tax",Buildings,Some buildings,"1300 commercial, industrial, and public buildings with annual energy consumption above 1500 kl of crude oil equivalent",NA,NA,NA,Achieved/Ex Post,Emissions accounting,NA,No,NA,No,NA,Energy consumption,City or Municipal Government,Tokyo,Japan,1,Yes,"Evaluating outcomes of the Tokyo Cap-and-Trade Program, which was implemented in 2010",1,No,sg_1,Tokyo,Japan,City,JPN,35.68333,139.6833,13929286,2019,East Asia and the Pacific,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax"
15634,Yes,No,3360,1000 tCO2e,1,2014,No,4,Cap-and-trade scheme for commercial buildings  (2014 compared to base year emissions),"Emissions trading, cap-and-trade, carbon tax",Buildings,Some buildings,"1300 commercial, industrial, and public buildings with annual energy consumption above 1500 kl of crude oil equivalent",NA,NA,NA,Achieved/Ex Post,Emissions accounting,NA,No,NA,No,NA,Energy consumption,City or Municipal Government,Tokyo,Japan,1,Yes,"Evaluating outcomes of the Tokyo Cap-and-Trade Program, which was implemented in 2010",1,No,sg_1,Tokyo,Japan,City,JPN,35.68333,139.6833,13929286,2019,East Asia and the Pacific,"Emissions trading, cap-and-trade, carbon tax","Emissions trading, cap-and-trade, carbon tax"
18996,No,No,977400,kgCO2e/year,1,2008-2011,No,6,Energy efficiency improvement in the basement lighting system,Energy efficiency measures,Buildings,Some buildings,"1 large commercial building (IKEA), 35000 m^2",Building Area,35000,m^2,Achieved/Ex Post,Energy consumption analysis,NA,Yes,4,No,NA,"Embodied energy (production), operational energy (operation), demolition energy (demolition)",City or Municipal Government,Shanghai,China,2,No,NA,NA,Yes,sg_2,Shanghai,China,City,CHN,31.22861111,121.4747222,23741000,2019,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
18996,No,No,150000,kgCO2e/year,1,2008-2011,No,6,Energy efficiency improvement in the air-conditioning and ventilation system,Energy efficiency measures,Buildings,Some buildings,"1 large commercial building (IKEA), 35000 m^2",Building Area,35000,m^2,Achieved/Ex Post,Energy consumption analysis,NA,Yes,4,No,NA,"Embodied energy (production), operational energy (operation), demolition energy (demolition)",City or Municipal Government,Shanghai,China,2,No,NA,NA,Yes,sg_2,Shanghai,China,City,CHN,31.22861111,121.4747222,23741000,2019,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
18996,No,No,17650,kgCO2e/year,1,2008-2011,No,6,Energy efficiency improvement in the escalator system,Energy efficiency measures,Buildings,Some buildings,"1 large commercial building (IKEA), 35000 m^2",Building Area,35000,m^2,Achieved/Ex Post,Energy consumption analysis,NA,Yes,4,No,NA,"Embodied energy (production), operational energy (operation), demolition energy (demolition)",City or Municipal Government,Shanghai,China,2,No,NA,NA,Yes,sg_2,Shanghai,China,City,CHN,31.22861111,121.4747222,23741000,2019,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
18996,No,No,173000,kgCO2e/year,1,2008-2011,No,6,Central solar water heating system,"Solar PV thermal, Solar PV cooling, Solar trigeneration CPVT",Buildings,Some buildings,"1 large commercial building (IKEA), 35000 m^2",Building Area,35000,m^2,Achieved/Ex Post,Energy consumption analysis,NA,Yes,4,No,NA,"Embodied energy (production), operational energy (operation), demolition energy (demolition)",City or Municipal Government,Shanghai,China,2,No,NA,NA,Yes,sg_2,Shanghai,China,City,CHN,31.22861111,121.4747222,23741000,2019,East Asia and the Pacific,"Solar PV thermal, Solar PV cooling, Solar trigeneration CPVT",Building energy and heat systems
19796,No,Yes,4.3,kgCO2/m2-year,1,Unclear,No,23,High thermal performance building envelope,Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Incheon,South Korea,1,No,NA,NA,Yes,sg_3,Incheon,South Korea,City,KOR,37.48333333,126.6333333,2966216,2018,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,6.1,kgCO2/m2-year,1,Unclear,No,23,High performance building infiltration/air tightness,Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Incheon,South Korea,1,No,NA,NA,Yes,sg_3,Incheon,South Korea,City,KOR,37.48333333,126.6333333,2966216,2018,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,6.3,kgCO2/m2-year,1,Unclear,No,23,"High performance glazing, triple low-e glass",Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Incheon,South Korea,1,No,NA,NA,Yes,sg_3,Incheon,South Korea,City,KOR,37.48333333,126.6333333,2966216,2018,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,8.3,kgCO2/m2-year,1,Unclear,No,23,"High performance glazing, double tinted low-e",Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Incheon,South Korea,1,No,NA,NA,Yes,sg_3,Incheon,South Korea,City,KOR,37.48333333,126.6333333,2966216,2018,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,12.9,kgCO2/m2-year,1,Unclear,No,23,External venetian blind system,Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Incheon,South Korea,1,No,NA,NA,Yes,sg_3,Incheon,South Korea,City,KOR,37.48333333,126.6333333,2966216,2018,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,24.3,kgCO2/m2-year,1,Unclear,No,23,Variable air volume (VAV) system,Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Incheon,South Korea,1,No,NA,NA,Yes,sg_3,Incheon,South Korea,City,KOR,37.48333333,126.6333333,2966216,2018,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
19796,No,Yes,31.5,kgCO2/m2-year,1,Unclear,No,23,Combined VAV-economizer system,Energy efficiency measures,Buildings,One commercial building,"South-facing, medium-sized commercial office building with 1650 m^2 floor area",Building Area,1650,m^2,Potential/Ex Ante,Simulation analysis,EnergyPlus simulation analysis model,Yes,9,No,NA,Energy consumption,Regional Government,Incheon,South Korea,1,No,NA,NA,Yes,sg_3,Incheon,South Korea,City,KOR,37.48333333,126.6333333,2966216,2018,East Asia and the Pacific,Energy efficiency measures,Building construction and improvement
